,title,artist,rank,date,total_swear,percent_swear
13933,"Hey D.J. (From ""Mi Vida Loca"")",Lighter Shade Of Brown,43,1994-04-16,0.0,0.0
13934,Money In The Ghetto,Too $hort,92,1994-02-19,3.0,0.0037831021437578815
13935,Mother,Danzig,43,1994-04-02,6.0,0.02459016393442623
13936,I Swear,John Michael Montgomery,42,1994-03-05,0.0,0.0
13937,"Streets Of Philadelphia (From ""Philadelphia"")",Bruce Springsteen,10,1994-04-16,0.0,0.0
13938,You Know How We Do It,Ice Cube,30,1994-04-16,4.0,0.009302325581395349
13939,And Our Feelings,Babyface,22,1994-04-30,0.0,0.0
13940,Sweet Lullaby,Deep Forest,78,1994-03-05,0.0,0.0
13941,Indian Outlaw,Tim McGraw,15,1994-04-02,0.0,0.0
13942,Player's Ball,OutKast,39,1994-04-16,6.0,0.007594936708860759
13943,"Baby I Love Your Way (From ""Reality Bites"")",Big Mountain,6,1994-05-14,0.0,0.0
13944,The Most Beautiful Girl In The World,Prince,3,1994-04-30,0.0,0.0
13945,"You Don't Love Me (No, No, No)",Dawn Penn,63,1994-04-02,0.0,0.0
13946,Since I Don't Have You,Guns N' Roses,69,1994-03-19,1.0,0.007751937984496124
13947,Tryin' To Get Over You,Vince Gill,95,1994-03-05,0.0,0.0
13948,Mass Appeal,Gang Starr,67,1994-03-19,5.0,0.00945179584120983
13949,Come To My Window,Melissa Etheridge,25,1994-10-01,1.0,0.0033783783783783786
13950,Return To Innocence,Enigma,5,1994-05-14,0.0,0.0
13951,My Love,Little Texas,83,1994-04-16,0.0,0.0
13952,Ain't Seen Love Like That,Mr. Big,83,1994-03-19,0.0,0.0
13953,Rock My World (Little Country Girl),Brooks & Dunn,97,1994-03-05,0.0,0.0
13954,I'm Outstanding,Shaquille O'Neal,47,1994-03-19,1.0,0.0017921146953405018
13955,I'm Ready,Tevin Campbell,9,1994-05-28,0.0,0.0
13956,Feenin',Jodeci,25,1994-04-16,0.0,0.0
13957,Completely,Michael Bolton,32,1994-04-30,0.0,0.0
13958,Born To Roll,Masta Ace Incorporated,24,1994-04-30,4.0,0.0058309037900874635
13959,"The More You Ignore Me, The Closer I Get",Morrissey,47,1994-04-30,0.0,0.0
13960,Dream On Dreamer,The Brand New Heavies,51,1994-04-30,0.0,0.0
13961,March Of The Pigs,Nine Inch Nails,59,1994-03-19,1.0,0.004651162790697674
13962,C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan,60,1994-04-30,2.0,0.0029985007496251873
13963,I Like To Move It,Reel 2 Real Featuring The Mad Stuntman,90,1994-04-02,0.0,0.0
13964,You,Candlebox,84,1994-05-14,2.0,0.004048582995951417
13965,Electric Relaxation (Relax Yourself Girl),A Tribe Called Quest,65,1994-04-02,2.0,0.0027662517289073307
13966,Just Another Day,Queen Latifah,54,1994-04-02,17.0,0.031078610603290677
13967,Love Sneakin' Up On You,Bonnie Raitt,19,1994-05-14,0.0,0.0
13968,Somethin' To Ride To (Fonky Expedition),The Conscious Daughters,45,1994-04-16,18.0,0.03474903474903475
13969,Neon Moonlight,Rosco Martinez,57,1994-04-30,0.0,0.0
13970,"I'll Remember (From ""With Honors"")",Madonna,2,1994-05-28,0.0,0.0
13971,Got Me Waiting,Heavy D & The Boyz,20,1994-05-28,0.0,0.0
13972,Dreams,The Cranberries,42,1994-05-14,0.0,0.0
13973,"Lullabye (Goodnight, My Angel)",Billy Joel,78,1994-04-30,0.0,0.0
13974,Don't Go Breaking My Heart,Elton John & RuPaul,99,1994-04-02,0.0,0.0
13975,I've Been Thinking About You,Jocelyn Enriquez,83,1994-05-14,0.0,0.0
13976,No Doubt About It,Neal McCoy,75,1994-04-16,0.0,0.0
13977,You Mean The World To Me,Toni Braxton,7,1994-05-28,0.0,0.0
13978,How Do You Like It?,Keith Sweat,51,1994-05-14,0.0,0.0
13979,Pumps And A Bump,M.C. Hammer,29,1994-05-28,2.0,0.002277904328018223
13980,Papa'z Song,2Pac Duet With Mopreme,95,1994-04-16,10.0,0.010141987829614604
13981,It Ain't Hard To Tell,Nas,91,1994-04-30,2.0,0.0056657223796034
13982,Sweet Potatoe Pie,Domino,27,1994-05-14,19.0,0.03958333333333333
13983,Beautiful In My Eyes,Joshua Kadison,19,1994-06-11,0.0,0.0
13984,Low,Cracker,68,1994-05-14,0.0,0.0
13985,In Walked Love,Expose,84,1994-04-30,0.0,0.0
13986,"I'll Take You There (From ""Threesome"")",General Public,22,1994-05-28,0.0,0.0
13987,I Swear,All-4-One,1,1994-05-28,0.0,0.0
13988,Back & Forth,Aaliyah,6,1994-06-25,0.0,0.0
13989,Worker Man,Patra,53,1994-06-11,0.0,0.0
13990,Bizarre Love Triangle,FRENTE!,50,1994-06-11,0.0,0.0
13991,Regular Thang,Ovis,74,1994-06-11,0.0,0.0
13992,I Got Cha Opin,Black Moon,94,1994-05-14,20.0,0.025284450063211124
13993,Always,Erasure,20,1994-08-06,0.0,0.0
13994,Misled,Celine Dion,24,1994-06-25,0.0,0.0
13995,Leaving Las Vegas,Sheryl Crow,60,1994-05-28,0.0,0.0
13996,I Wish,Gabrielle,52,1994-06-11,0.0,0.0
13997,Love On My Mind,Xscape,51,1994-05-28,0.0,0.0
13998,If You Go,Jon Secada,10,1994-07-09,0.0,0.0
13999,Don't Turn Around,Ace Of Base,4,1994-06-25,0.0,0.0
14000,Ease My Mind,Arrested Development,45,1994-06-25,2.0,0.004866180048661801
14001,Shine,Collective Soul,12,1994-08-06,0.0,0.0
14002,Moving On Up,M People,34,1994-06-25,0.0,0.0
14003,Objects In The Rear View Mirror May Appear Closer Than...,Meat Loaf,38,1994-05-28,0.0,0.0
14004,Possession,Sarah McLachlan,79,1994-06-11,0.0,0.0
14005,Willing To Forgive,Aretha Franklin,31,1994-07-23,0.0,0.0
14006,"Stay (I Missed You) (From ""Reality Bites"")",Lisa Loeb & Nine Stories,1,1994-08-06,0.0,0.0
14007,Your Body's Callin',R. Kelly,13,1994-06-11,0.0,0.0
14008,I Miss You,Aaron Hall,15,1994-08-06,0.0,0.0
14009,(She's) Some Kind Of Wonderful,Huey Lewis & The News,46,1994-06-25,0.0,0.0
14010,Whenever You Come Around,Vince Gill,72,1994-05-28,0.0,0.0
14011,Wild Night,John Mellencamp With Me'Shell Ndegeocello,3,1994-09-03,0.0,0.0
14012,Crazy,Aerosmith,18,1994-08-06,0.0,0.0
14013,Back In The Day,Ahmad,26,1994-08-06,2.0,0.0017667844522968198
14014,Night In My Veins,Pretenders,71,1994-06-25,0.0,0.0
14015,"Crooklyn (From ""Crooklyn"")",The Crooklyn Dodgers,60,1994-07-09,3.0,0.0032822757111597373
14016,Bucktown,Smif-N-Wessun,97,1994-05-28,2.0,0.0023446658851113715
14017,Sending My Love,Zhane,46,1994-07-23,0.0,0.0
14018,100% Pure Love,Crystal Waters,11,1994-10-15,0.0,0.0
14019,"Can You Feel The Love Tonight (From ""The Lion King"")",Elton John,4,1994-08-06,0.0,0.0
14020,Anytime You Need A Friend,Mariah Carey,12,1994-06-25,0.0,0.0
14021,"Any Time, Any Place/And On And On",Janet Jackson,2,1994-06-25,3.0,0.008771929824561403
14022,Don't Take The Girl,Tim McGraw,17,1994-06-11,0.0,0.0
14023,Funkdafied,Da Brat,7,1994-08-20,13.0,0.029082774049217
14024,I'll Remember You,Atlantic Starr,67,1994-07-23,0.0,0.0
14025,Selling The Drama,Live,43,1994-07-23,0.0,0.0
14026,Backwater,Meat Puppets,47,1994-07-23,0.0,0.0
14027,Prayer For The Dying,Seal,21,1994-08-06,0.0,0.0
14028,I Need Your Love,Boston,51,1994-07-09,0.0,0.0
14029,Fantastic Voyage,Coolio,3,1994-08-06,12.0,0.017699115044247787
14030,Closer,Nine Inch Nails,41,1994-10-15,4.0,0.018867924528301886
14031,"The Place Where You Belong (From ""Beverly Hills Cop III"")",Shai,35,1994-07-23,1.0,0.005681818181818182
14032,Fall Down,Toad The Wet Sprocket,33,1994-07-23,0.0,0.0
14033,Girls & Boys,Blur,59,1994-08-20,0.0,0.0
14034,Cleopatra's Cat,Spin Doctors,84,1994-06-25,1.0,0.003816793893129771
14035,Take It Back,Pink Floyd,77,1994-07-09,0.0,0.0
14036,Booti Call,BLACKstreet,34,1994-08-20,1.0,0.0022471910112359553
14037,What's Up,DJ Miko,60,1994-08-20,0.0,0.0
14038,I'm Not Over You,CeCe Peniston,44,1994-07-23,0.0,0.0
14039,Maybe Love Will Change Your Mind,Stevie Nicks,62,1994-07-23,0.0,0.0
14040,Always In My Heart,Tevin Campbell,20,1994-08-20,3.0,0.00425531914893617
14041,When Can I See You,Babyface,4,1994-10-15,0.0,0.0
14042,Diary Of A Madman,Gravediggaz,82,1994-07-23,8.0,0.009269988412514484
14043,The Right Kinda Lover,Patti LaBelle,61,1994-08-20,0.0,0.0
14044,Funky Y-2-C,The Puppies,43,1994-08-06,0.0,0.0
14045,Old To The New,Nice & Smooth,63,1994-07-09,1.0,0.002061855670103093
14046,Thinkin' Problem,David Ball,40,1994-07-23,0.0,0.0
14047,Nuttin' But Love,Heavy D & The Boyz,40,1994-09-03,2.0,0.0017543859649122807
14048,Afternoons & Coffeespoons,Crash Test Dummies,66,1994-08-06,0.0,0.0
14049,Sleeping In My Car,Roxette,50,1994-07-23,0.0,0.0
14050,Tootsee Roll,69 Boyz,8,1995-01-07,0.0,0.0
14051,Love Is All Around,Wet Wet Wet,41,1994-10-01,0.0,0.0
14052,Nappy Heads,Fugees,49,1994-08-20,2.0,0.002224694104560623
14053,Tell Me Where It Hurts,Kathy Troccoli,91,1994-07-23,0.0,0.0
14054,Warrior's Drum,King Just,96,1994-07-09,25.0,0.031055900621118012
14055,90's Girl,Blackgirl,71,1994-08-20,0.0,0.0
14056,None Of Your Business,Salt-N-Pepa,32,1994-11-12,4.0,0.005201560468140442
14057,Action,Terror Fabulous Featuring Nadine Sutherland,43,1994-08-20,0.0,0.0
14058,Southernplayalisticadillacmuzik,OutKast,74,1994-08-20,7.0,0.008641975308641974
14059,Weekend Love,Queen Latifah,70,1994-08-20,0.0,0.0
14060,Captain Save A Hoe,E-40,100,1994-07-23,32.0,0.03583426651735722
14061,You Let Your Heart Go Too Fast,Spin Doctors,42,1994-08-06,0.0,0.0
14062,Wink,Neal McCoy,97,1994-08-06,0.0,0.0
14063,The Way She Loves Me,Richard Marx,20,1994-09-03,0.0,0.0
14064,Give It Up,Public Enemy,33,1994-08-20,3.0,0.0032085561497326204
14065,You Better Wait,Steve Perry,29,1994-08-06,0.0,0.0
14066,This D.J.,Warren G,10,1994-09-17,9.0,0.014754098360655738
14067,Stroke You Up,Changing Faces,3,1994-09-17,0.0,0.0
14068,On Point,House Of Pain,85,1994-08-06,1.0,0.0022471910112359553
14069,Take It Easy,Mad Lion,70,1994-09-17,2.0,0.0027624309392265192
14070,Be My Baby Tonight,John Michael Montgomery,76,1994-08-20,0.0,0.0
14071,Infatuation,Jamie Foxx,100,1994-08-06,0.0,0.0
14072,When I Give My Love,Keith Sweat,85,1994-08-20,0.0,0.0
14073,I'm The Only One,Melissa Etheridge,8,1995-01-21,0.0,0.0
14074,"No Guns, No Murder",Rayvon,95,1994-08-06,0.0,0.0
14075,You,Bonnie Raitt,94,1994-08-06,0.0,0.0
14076,Sweet Sensual Love,Big Mountain,80,1994-08-20,0.0,0.0
14077,Never Lie,Immature,5,1994-10-15,0.0,0.0
14078,Happiness,Billy Lawrence,89,1994-08-06,0.0,0.0
14079,Do You Wanna Get Funky,C+C Music Factory,40,1994-09-17,0.0,0.0
14080,All I Wanna Do,Sheryl Crow,2,1994-10-15,0.0,0.0
14081,Bop Gun (One Nation),Ice Cube Featuring George Clinton,23,1994-10-01,16.0,0.011212333566923615
14082,I'd Give Anything,Gerald Levert,28,1994-09-17,0.0,0.0
14083,I'll Make Love To You,Boyz II Men,1,1994-09-03,0.0,0.0
14084,Letitgo,Prince,33,1994-10-01,1.0,0.0024630541871921183
14085,Good Times,Edie Brickell,60,1994-09-17,0.0,0.0
14086,Love Is Strong,The Rolling Stones,91,1994-09-03,0.0,0.0
14087,Right Beside You,Sophie B. Hawkins,56,1994-10-01,0.0,0.0
14088,Summer Bunnies,R. Kelly,55,1994-09-03,0.0,0.0
14089,Lucky One,Amy Grant,19,1994-10-01,0.0,0.0
14090,Afro Puffs,The Lady Of Rage,57,1994-08-20,5.0,0.005208333333333333
14091,"December 1963 (Oh, What A Night)",The 4 Seasons,14,1994-10-15,0.0,0.0
14092,Flava In Ya Ear,Craig Mack,9,1994-11-12,21.0,0.020833333333333332
14093,I'll Stand By You,Pretenders,17,1994-11-26,0.0,0.0
14094,Romantic Call,Patra Featuring Yo-Yo,57,1994-09-17,0.0,0.0
14095,At Your Best (You Are Love),Aaliyah,6,1994-10-15,0.0,0.0
14096,But It's Alright,Huey Lewis & The News,54,1994-10-15,0.0,0.0
14097,"Circle Of Life (From ""The Lion King"")",Elton John,18,1994-10-15,0.0,0.0
14098,Another Night,Real McCoy,3,1995-01-21,0.0,0.0
14099,"New Age Girl (From ""Dumb And Dumber"")",Deadeye Dick,27,1995-01-07,0.0,0.0
14100,You Gotta Be,Des'ree,6,1995-02-04,0.0,0.0
14101,Fade Into You,Mazzy Star,44,1994-11-26,0.0,0.0
14102,Can U Get Wit It,Usher,62,1994-10-29,0.0,0.0
14103,Juicy/Unbelievable,The Notorious B.I.G.,29,1994-10-29,13.0,0.014301430143014302
14104,Games People Play,Inner Circle,86,1994-09-17,4.0,0.0113314447592068
14105,Far Behind,Candlebox,18,1994-10-01,0.0,0.0
14106,Third Rock From The Sun,Joe Diffie,84,1994-10-15,0.0,0.0
14107,Am I Wrong,Love Spit Love,85,1994-10-01,0.0,0.0
14108,Sukiyaki,4PM,8,1995-02-04,0.0,0.0
14109,Short Dick Man,20 Fingers Featuring Gillette,14,1995-01-07,36.0,0.07258064516129033
14110,I Saw It Cummin',PMD,96,1994-09-17,14.0,0.028688524590163935
14111,"Here Comes The Hotstepper (From ""Ready To Wear"")",Ini Kamoze,1,1994-12-24,0.0,0.0
14112,Whipped,Jon Secada,68,1994-10-01,0.0,0.0
14113,Thuggish Ruggish Bone,Bone Thugs-N-Harmony,24,1994-10-29,0.0,0.0
14114,Endless Love,Luther Vandross & Mariah Carey,2,1994-10-01,0.0,0.0
14115,Something's Always Wrong,Toad The Wet Sprocket,41,1994-11-26,0.0,0.0
14116,I'll Take Her,Ill Al Skratch Featuring Brian McKnight,62,1994-11-12,1.0,0.0009372071227741331
14117,Undone - The Sweater Song,Weezer,57,1994-10-29,2.0,0.005917159763313609
14118,Lucas With The Lid Off,Lucas,29,1994-11-12,0.0,0.0
14119,Always,Bon Jovi,4,1994-12-10,0.0,0.0
14120,"What's The Frequency, Kenneth?",R.E.M.,21,1994-11-12,1.0,0.004975124378109453
14121,Hungah,Karyn White,78,1994-10-15,0.0,0.0
14122,5-4-3-2 (Yo! Time Is Up),Jade,72,1994-10-15,0.0,0.0
14123,I Belong To You/How Many Ways,Toni Braxton,28,1995-01-21,0.0,0.0
14124,Hip Hop Ride,Da Youngsta's,69,1994-10-29,0.0,0.0
14125,"Turn The Beat Around (From ""The Specialist"")",Gloria Estefan,13,1994-11-26,0.0,0.0
14126,I Wanna Be Down,Brandy,6,1995-01-07,2.0,0.002936857562408223
14127,Playaz Club,Rappin' 4-Tay,36,1994-11-12,8.0,0.008385744234800839
14128,Secret,Madonna,4,1994-10-29,0.0,0.0
14129,Good Enough,Sarah McLachlan,79,1994-11-12,1.0,0.003134796238244514
14130,Through The Rain,Tanya Blount,95,1994-10-29,0.0,0.0
14131,Get Up On It,Keith Sweat (Featuring Kut Klose),62,1994-12-10,0.0,0.0
14132,You Don't Know Nothin',For Real,88,1994-10-29,0.0,0.0
14133,Sometimes Always,The Jesus And Mary Chain,96,1994-10-15,0.0,0.0
14134,9th Wonder (Slicker This Year),Digable Planets,80,1994-10-29,1.0,0.0016
14135,Out Of Tears,The Rolling Stones,60,1994-11-26,0.0,0.0
14136,Hold My Hand,Hootie & The Blowfish,10,1995-02-18,0.0,0.0
14137,Fa All Y'all,Da Brat,37,1994-12-10,9.0,0.020930232558139535
14138,Practice What You Preach,Barry White,18,1994-12-10,3.0,0.0038809831824062097
14139,Watermelon Crawl,Tracy Byrd,85,1994-10-29,0.0,0.0
14140,Get Over It,Eagles,31,1994-11-12,3.0,0.009554140127388535
14141,(I Could Only) Whisper Your Name,"Harry Connick, Jr.",67,1995-01-21,0.0,0.0
14142,You Want This/70's Love Groove,Janet Jackson,8,1994-12-24,0.0,0.0
14143,Living In Danger,Ace Of Base,20,1994-12-10,0.0,0.0
14144,Dance Naked,John Mellencamp,44,1994-12-10,0.0,0.0
14145,Tic Toc,Lords Of The Underground,77,1994-12-10,0.0,0.0
14146,Word Is Bond,Brand Nubian,94,1994-10-29,3.0,0.0030991735537190084
14147,When We Dance,Sting,41,1994-12-24,0.0,0.0
14148,Shut Up And Kiss Me,Mary Chapin Carpenter,91,1994-11-12,0.0,0.0
14149,Breakdown,Fu-Schnickens,67,1994-10-29,3.0,0.003289473684210526
14150,Before I Let You Go,BLACKstreet,7,1995-01-07,0.0,0.0
14151,The Most Beautifullest Thing In This World,Keith Murray,50,1994-12-24,8.0,0.012678288431061807
14152,Blind Man,Aerosmith,48,1995-01-07,0.0,0.0
14153,Bring The Pain,Method Man,45,1994-12-24,16.0,0.025682182985553772
14154,Picture Postcards From L.A.,Joshua Kadison,84,1994-11-26,0.0,0.0
14155,Black Coffee,Heavy D & The Boyz,57,1995-01-07,0.0,0.0
14156,Creep,TLC,1,1995-02-04,0.0,0.0
14157,The Sweetest Days,Vanessa Williams,18,1995-02-04,0.0,0.0
14158,"I Can Go Deep (From ""A Low Down Dirty Shame"")",Silk,72,1994-12-10,0.0,0.0
14159,The Rhythm Of The Night,Corona,11,1995-02-04,0.0,0.0
14160,I See It Now,Tracy Lawrence,84,1994-12-10,0.0,0.0
14161,Hit By Love,CeCe Peniston,90,1994-11-12,0.0,0.0
14162,Be Happy,Mary J. Blige,29,1994-12-10,0.0,0.0
14163,Constantly,Immature,16,1995-02-04,0.0,0.0
14164,Can't Help Myself,Gerald Levert,98,1994-11-26,2.0,0.0029850746268656717
14165,Mental Picture,Jon Secada,32,1995-02-04,0.0,0.0
14166,Biological Didn't Bother,Shaquille O'Neal,80,1995-01-07,2.0,0.002890173410404624
14167,Sun's Gonna Rise,Sass Jordan,86,1994-11-26,1.0,0.005988023952095809
14168,Back Up Off Me!,Doctor Dre & Ed Lover,85,1994-11-26,1.0,0.0010438413361169101
14169,Behind Bars,Slick Rick,87,1994-11-26,21.0,0.032208588957055216
14170,Foolin' Around,Changing Faces,38,1995-02-04,0.0,0.0
14171,House Of Love,Amy Grant With Vince Gill,37,1995-02-18,0.0,0.0
14172,Every Day Of The Week,Jade,20,1995-02-04,0.0,0.0
14173,On Bended Knee,Boyz II Men,1,1994-12-10,0.0,0.0
14174,Do You See,Warren G,42,1995-01-07,16.0,0.020969855832241154
14175,Doll Parts,Hole,62,1994-12-24,0.0,0.0
14176,Always And Forever,Luther Vandross,59,1995-01-07,0.0,0.0
14177,Redneck Stomp,Jeff Foxworthy,75,1995-01-07,0.0,0.0
14178,Mishale,Andru Donalds,39,1995-02-04,5.0,0.011086474501108648
14179,Missing You,Steve Perry,74,1994-12-24,0.0,0.0
14180,Kitty Kitty,69 Boyz,51,1995-02-18,0.0,0.0
14181,If You Love Me,Brownstone,8,1995-03-04,0.0,0.0
14182,You Don't Know How It Feels,Tom Petty,13,1995-02-04,1.0,0.004201680672268907
14183,She Don't Use Jelly,The Flaming Lips,55,1995-03-04,0.0,0.0
14184,Pickup Man,Joe Diffie,60,1995-01-07,0.0,0.0
14185,Bad Reputation,Freedy Johnston,54,1995-02-04,0.0,0.0
14186,Promise Me,Lil Suzy,62,1995-03-04,0.0,0.0
14187,Pimp Of The Year,Dru Down,66,1995-02-04,19.0,0.026912181303116147
14188,You Suck,The Murmurs,89,1994-12-24,3.0,0.016216216216216217
14189,Till You Love Me,Reba McEntire,78,1995-01-07,0.0,0.0
14190,In The House Of Stone And Light,Martin Page,14,1995-05-13,0.0,0.0
14191,Take A Bow,Madonna,1,1995-03-04,0.0,0.0
14192,Whutcha Want?,Nine,50,1995-02-18,4.0,0.005383580080753701
14193,Strong Enough,Sheryl Crow,5,1995-04-01,1.0,0.0049261083743842365
14194,I Apologize,Anita Baker,78,1995-02-04,0.0,0.0
14195,Don't Say Goodbye Girl,Tevin Campbell,71,1995-01-21,0.0,0.0
14196,(She's Got) Skillz,All-4-One,60,1995-03-18,0.0,0.0
14197,The Santa Claus Boogie,The Tractors,91,1995-01-07,0.0,0.0
14198,Candy Rain,Soul For Real,2,1995-03-18,0.0,0.0
14199,Get Down,Craig Mack,38,1995-03-18,3.0,0.004373177842565598
14200,Age Ain't Nothing But A Number,Aaliyah,76,1995-02-04,0.0,0.0
14201,Only One Road,Celine Dion,96,1995-01-21,0.0,0.0
14202,That's Just What You Are,Aimee Mann,93,1995-02-04,0.0,0.0
14203,Cocktales,Too $hort,69,1995-02-04,54.0,0.059602649006622516
14204,Bang And Blame,R.E.M.,19,1995-02-04,0.0,0.0
14205,Big Poppa/Warning,The Notorious B.I.G.,6,1995-03-18,6.0,0.007237635705669481
14206,Mad Izm,Channel Live,54,1995-03-18,5.0,0.006127450980392157
14207,Hold On,Jamie Walters,16,1995-04-29,0.0,0.0
14208,Tour,Capleton,62,1995-02-04,0.0,0.0
14209,Baby,Brandy,4,1995-03-18,0.0,0.0
14210,Everlasting Love,Gloria Estefan,27,1995-03-18,0.0,0.0
14211,Dreamer,Livin' Joy,75,1995-02-18,0.0,0.0
14212,This Lil' Game We Play,Subway (Featuring 702),15,1995-04-15,0.0,0.0
14213,Supa Star,Group Home,88,1995-02-04,23.0,0.029077117572692796
14214,Take You There,Pete Rock & C.L. Smooth,76,1995-02-18,1.0,0.0017699115044247787
14215,Woman To Woman,Jewell,72,1995-03-04,1.0,0.001976284584980237
14216,I Know,Dionne Farris,4,1995-05-13,0.0,0.0
14217,Think Of You,Usher,58,1995-04-15,0.0,0.0
14218,How Did I Get By Without You?,John Waite,92,1995-03-18,0.0,0.0
14219,Freak Like Me,Adina Howard,2,1995-05-13,4.0,0.005822416302765648
14220,Like The Way I Do/If I Wanted To,Melissa Etheridge,18,1995-04-01,0.0,0.0
14221,Rodeo,95 South,77,1995-03-04,0.0,0.0
14222,She's A River,Simple Minds,52,1995-03-04,0.0,0.0
14223,Where I Wanna Be Boy,Missjones,82,1995-03-04,0.0,0.0
14224,Can I Stay With You,Karyn White,81,1995-02-18,0.0,0.0
14225,Move It Like This,K7,54,1995-04-15,0.0,0.0
14226,I Believe,Blessid Union Of Souls,8,1995-05-13,1.0,0.003389830508474576
14227,Sour Times (Nobody Loves Me),Portishead,53,1995-03-04,0.0,0.0
14228,Dream About You/Funky Melody,Stevie B,29,1995-06-10,0.0,0.0
14229,Red Light Special,TLC,2,1995-04-15,0.0,0.0
14230,Foe Tha Love Of $,Bone Thugs-N-Harmony Featuring Eazy-E,41,1995-03-18,26.0,0.020046260601387818
14231,Thank You,Boyz II Men,21,1995-03-18,0.0,0.0
14232,This Is How We Do It,Montell Jordan,1,1995-04-15,1.0,0.001277139208173691
14233,Get Lifted,Keith Murray,71,1995-03-18,5.0,0.008695652173913044
14234,Mr. Personality,Gillette,42,1995-04-15,1.0,0.0027624309392265192
14235,Never Find Someone Like You,Keith Martin,53,1995-04-29,0.0,0.0
14236,What I Need,Crystal Waters,85,1995-03-18,2.0,0.005390835579514825
14237,Can't Wait,Redman,98,1995-03-04,18.0,0.018292682926829267
14238,I Live My Life For You,Firehouse,26,1995-04-29,0.0,0.0
14239,Shook Ones Part II,Mobb Deep,59,1995-03-18,5.0,0.00576036866359447
14240,Brooklyn Zoo,Ol' Dirty Bastard,54,1995-04-01,48.0,0.07164179104477612
14241,1-Luv,E-40 (Featuring Leviti),71,1995-04-15,2.0,0.0020242914979757085
14242,Cotton Eye Joe,Rednex,25,1995-05-13,1.0,0.002197802197802198
14243,People Don't Believe,Scarface Feat. Ice Cube,74,1995-03-18,24.0,0.04088586030664395
14244,"No More ""I Love You's""",Annie Lennox,23,1995-05-27,0.0,0.0
14245,Let Her Cry,Hootie & The Blowfish,9,1995-07-08,0.0,0.0
14246,Release Yo' Delf,Method Man,98,1995-03-18,26.0,0.03829160530191458
14247,Until The End Of Time,Foreigner,49,1995-05-13,0.0,0.0
14248,I'd Rather Be Alone,IV Xample,44,1995-04-29,0.0,0.0
14249,Let's Get It On,Shabba Ranks,81,1995-04-01,0.0,0.0
14250,"Keep Their Heads Ringin' (From ""Friday"")",Dr. Dre,12,1995-04-29,16.0,0.016736401673640166
14251,Run Away,Real McCoy,5,1995-04-15,0.0,0.0
14252,Believe,Elton John,13,1995-05-13,0.0,0.0
14253,Dear Mama/Old School,2Pac,9,1995-04-29,1.0,0.0012953367875647669
14254,Here & Now,Letters To Cleo,56,1995-05-13,0.0,0.0
14255,Connection,Elastica,53,1995-05-27,0.0,0.0
14256,I'll Be Around,Rappin' 4-Tay Featuring The Spinners,39,1995-04-29,0.0,0.0
14257,Can't Stop Lovin' You,Van Halen,30,1995-06-10,0.0,0.0
14258,Run-Around,Blues Traveler,8,1995-09-02,0.0,0.0
14259,Tell Me When,The Human League,31,1995-04-15,0.0,0.0
14260,The Keeper Of The Stars,Tracy Byrd,68,1995-04-29,0.0,0.0
14261,Feel So High,Des'ree,67,1995-04-29,0.0,0.0
14262,"Shy Guy (From ""Bad Boys"")",Diana King,16,1995-06-10,0.0,0.0
14263,Wonderful,Adam Ant,40,1995-05-27,0.0,0.0
14264,Total Eclipse Of The Heart,Nicki French,2,1995-06-24,0.0,0.0
14265,Lick It,Roula,72,1995-04-29,0.0,0.0
14266,Purple Medley,Prince,84,1995-04-01,9.0,0.009453781512605041
14267,Joy,BLACKstreet,43,1995-04-29,0.0,0.0
14268,"Ask Of You (From ""Higher Learning"")",Raphael Saadiq,20,1995-05-27,0.0,0.0
14269,Safe + Sound,DJ Quik,81,1995-04-29,26.0,0.025540275049115914
